candidate,risk_measure,scenario_tail_overlay_fraction,optimization_scenario_count,lambda_multiplier,inventory_risk_weight,inventory_path_risk_weight,status,expected_alpha_dollars,impact_cost_dollars,linear_cost_dollars,expected_net_pnl_dollars,pnl_vol_dollars,loss_var_95_dollars,loss_cvar_95_dollars,probability_profitable,event_id,strategy,plan_selection_policy,selected_plan_source,coefficient_policy,alpha_policy,factor_policy,profit_policy,liquidity_shape_policy,liquidity_shape_fraction,applied_inventory_risk_weight
variance__multiplier_10__variance_3.03296e-07__path_0,variance,0.0,,10.0,3.032956672666405e-07,0.0,optimal,1191030.1426994256,325568.91353814316,48659.63763493666,816801.5915263458,3586763.3789804373,5042732.046240015,8473166.889006732,0.640625,event_30,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.032956672666405e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,602561.5302230385,318848.75751488924,50086.78306503789,233625.9896431114,4503608.928899534,8781426.032293191,10353466.444868302,0.578125,event_31,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.874894289221057e-08
variance__multiplier_0.1__variance_1.29163e-09__path_0,variance,0.0,,0.1,1.2916314297403523e-09,0.0,optimal,599791.6929290828,316513.96242756606,50025.24115001941,233252.48935149732,4436518.144617694,8606090.458658915,10266823.345216911,0.578125,event_31,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.874894289221057e-08
variance__multiplier_0.3__variance_3.87489e-09__path_0,variance,0.0,,0.3,3.874894289221057e-09,0.0,optimal,594098.4049595088,313319.0214798953,49915.13085579474,230864.2526238188,4329173.155167042,8465524.058617992,10125789.186289703,0.578125,event_31,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.874894289221057e-08
variance__multiplier_1__variance_1.29163e-08__path_0,variance,0.0,,1.0,1.2916314297403522e-08,0.0,optimal,572890.4960161553,307782.9957689909,49629.44694588259,215478.05330128188,4096842.625554453,8359714.103760716,9840221.208358644,0.5625,event_31,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.874894289221057e-08
variance__multiplier_3__variance_3.87489e-08__path_0,variance,0.0,,3.0,3.874894289221057e-08,0.0,optimal,528864.561561046,307462.3811980267,49252.290485993355,172149.889877026,3843413.664640693,8123747.1563720135,9625720.59183742,0.5625,event_31,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.874894289221057e-08
variance__multiplier_10__variance_1.29163e-07__path_0,variance,0.0,,10.0,1.2916314297403523e-07,0.0,optimal,519813.3147705476,324516.11750294967,49117.14414546309,146180.05312213485,3788946.1106432886,7946309.554491159,9621401.20488086,0.546875,event_31,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.874894289221057e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,576743.2196053541,319340.7466483,49607.544280496666,207794.9286765575,4227339.369184035,8503988.490567703,9729342.793211244,0.5625,event_31,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.874894289221057e-08
variance__multiplier_0.1__variance_1.29163e-09__path_0,variance,0.0,,0.1,1.2916314297403523e-09,0.0,optimal,575071.1109293781,317972.1005341871,49562.04918198739,207536.96121320358,4178559.559543013,8353159.431193287,9669842.142214626,0.5625,event_31,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.874894289221057e-08
variance__multiplier_0.3__variance_3.87489e-09__path_0,variance,0.0,,0.3,3.874894289221057e-09,0.0,optimal,570605.368361159,315364.7684889158,49471.03174475747,205769.56812748572,4094033.015703278,8240345.752796137,9566526.827454494,0.578125,event_31,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.874894289221057e-08
variance__multiplier_1__variance_1.29163e-08__path_0,variance,0.0,,1.0,1.2916314297403522e-08,0.0,optimal,552288.2922292489,309473.4430340749,49215.18570563455,193599.66348953947,3900281.6399082807,8130839.367361298,9271747.538347678,0.5625,event_31,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.874894289221057e-08
variance__multiplier_3__variance_3.87489e-08__path_0,variance,0.0,,3.0,3.874894289221057e-08,0.0,optimal,503837.99587277585,303746.75070089696,48811.73443319321,151279.51073868567,3649143.2092130375,7786912.510359881,9012138.325317262,0.5625,event_31,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.874894289221057e-08
variance__multiplier_10__variance_1.29163e-07__path_0,variance,0.0,,10.0,1.2916314297403523e-07,0.0,optimal,491768.18646632636,317951.0395106416,48682.66277312444,125134.48418256032,3590205.74775786,7499655.309883969,9018530.86636279,0.5625,event_31,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.874894289221057e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1927149.5575508894,367369.2113839537,50954.13770226799,1508826.2084646677,4931857.465254223,5764909.892153293,7798350.627910313,0.609375,event_32,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,4.126535726659911e-08
variance__multiplier_0.1__variance_4.12654e-09__path_0,variance,0.0,,0.1,4.126535726659912e-09,0.0,optimal,1925347.0625833466,367232.9475042454,50935.23569828639,1507178.8793808147,4861663.586659958,5365309.002419766,7665302.301399394,0.625,event_32,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,4.126535726659911e-08
variance__multiplier_0.3__variance_1.23796e-08__path_0,variance,0.0,,0.3,1.2379607179979732e-08,0.0,optimal,1889249.9882672112,349397.13866276474,50664.92591158457,1489187.9236928618,4621418.477988928,4969142.152159218,7156001.579032174,0.640625,event_32,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,4.126535726659911e-08
variance__multiplier_1__variance_4.12654e-08__path_0,variance,0.0,,1.0,4.126535726659911e-08,0.0,optimal,1726927.8826873323,316298.13863423147,49744.65137491189,1360885.092678189,4017132.4912185795,4595435.572585452,5989050.863295573,0.671875,event_32,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,4.126535726659911e-08
variance__multiplier_3__variance_1.23796e-07__path_0,variance,0.0,,3.0,1.2379607179979733e-07,0.0,optimal,1636128.046234253,327163.22147630295,49220.79814209236,1259744.0266158578,3804701.8243985362,4653794.945627192,5581644.453534738,0.671875,event_32,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,4.126535726659911e-08
variance__multiplier_10__variance_4.12654e-07__path_0,variance,0.0,,10.0,4.126535726659911e-07,0.0,optimal,1616445.7675196582,336802.90824317577,49102.85571982149,1230540.0035566608,3784130.16183942,4457253.2979089,5724124.949220328,0.671875,event_32,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,4.126535726659911e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1847333.9435847027,363882.26886600093,50411.975481153495,1433039.6992375483,4549464.38323087,5223117.281511296,7232521.277413985,0.625,event_32,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,4.126535726659911e-08
variance__multiplier_0.1__variance_4.12654e-09__path_0,variance,0.0,,0.1,4.126535726659912e-09,0.0,optimal,1847550.9395752032,364690.179640912,50412.34931744402,1432448.4106168472,4517016.596750014,5121450.949160401,7194279.99848592,0.625,event_32,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,4.126535726659911e-08
variance__multiplier_0.3__variance_1.23796e-08__path_0,variance,0.0,,0.3,1.2379607179979732e-08,0.0,optimal,1832673.3551391282,358527.87465630675,50301.09897275121,1423844.38151007,4408857.830365329,4911949.2361196615,6990588.956087057,0.640625,event_32,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,4.126535726659911e-08
variance__multiplier_1__variance_4.12654e-08__path_0,variance,0.0,,1.0,4.126535726659911e-08,0.0,optimal,1679416.8719520757,320466.3179042395,49441.05613055218,1309509.497917284,3862602.1978658573,4491402.735487545,5747805.545611708,0.671875,event_32,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,4.126535726659911e-08
variance__multiplier_3__variance_1.23796e-07__path_0,variance,0.0,,3.0,1.2379607179979733e-07,0.0,optimal,1562819.4499582653,322116.61520705454,48806.453198863295,1191896.3815523474,3611063.684038342,4482113.832795812,5348856.945864932,0.671875,event_32,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,4.126535726659911e-08
variance__multiplier_10__variance_4.12654e-07__path_0,variance,0.0,,10.0,4.126535726659911e-07,0.0,optimal,1534344.2439139502,327639.459334282,48668.476822355806,1158036.3077573124,3586620.5201535067,4286781.803248729,5496481.053098986,0.640625,event_32,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,4.126535726659911e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,-1183232.7470417756,309789.5998113314,48135.746358899036,-1541158.093212006,4190444.1202676515,11334285.57913839,15142844.394262765,0.34375,event_33,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.700100847289193e-08
variance__multiplier_0.1__variance_3.7001e-09__path_0,variance,0.0,,0.1,3.700100847289193e-09,0.0,optimal,-1185868.2422664224,307777.95489536074,48179.20601197818,-1541825.4031737612,4144856.2270167186,11159254.460388744,14749385.822903689,0.34375,event_33,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.700100847289193e-08
variance__multiplier_0.3__variance_1.11003e-08__path_0,variance,0.0,,0.3,1.1100302541867579e-08,0.0,optimal,-1191003.4797404334,306392.52801798546,48254.516398916065,-1545650.5241573348,4079926.9872867367,10879366.512778621,14151724.84491916,0.328125,event_33,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.700100847289193e-08
variance__multiplier_1__variance_3.7001e-08__path_0,variance,0.0,,1.0,3.700100847289193e-08,0.0,optimal,-1213294.7590947158,307179.85761152545,48458.17898997233,-1568932.7956962136,3951886.767117402,10206627.500016226,13234712.908673476,0.34375,event_33,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.700100847289193e-08
variance__multiplier_3__variance_1.11003e-07__path_0,variance,0.0,,3.0,1.1100302541867578e-07,0.0,optimal,-1263121.4013016236,311736.4425292612,48735.53995076211,-1623593.383781647,3843752.8025292,9164121.018003872,12844671.291111952,0.296875,event_33,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.700100847289193e-08
variance__multiplier_10__variance_3.7001e-07__path_0,variance,0.0,,10.0,3.700100847289193e-07,0.0,optimal,-1326181.4862909575,325972.73594002874,48969.44627237268,-1701123.668503359,3788271.768145177,8185404.284195889,12796245.050213175,0.25,event_33,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,3.700100847289193e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,-1085973.5926877125,308089.16564949055,47611.42426292229,-1441674.1826001252,4007581.922384742,10677420.504791193,13836091.919325056,0.328125,event_33,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.700100847289193e-08
variance__multiplier_0.1__variance_3.7001e-09__path_0,variance,0.0,,0.1,3.700100847289193e-09,0.0,optimal,-1088807.181324976,305772.9229389302,47650.481984118116,-1442230.5862480244,3967478.0620269934,10535931.055766996,13532105.854762217,0.328125,event_33,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.700100847289193e-08
variance__multiplier_0.3__variance_1.11003e-08__path_0,variance,0.0,,0.3,1.1100302541867579e-08,0.0,optimal,-1094910.4894100542,303079.4291349922,47725.269160221054,-1445715.1877052675,3905986.677660761,10290379.735348195,13044094.494371135,0.34375,event_33,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.700100847289193e-08
variance__multiplier_1__variance_3.7001e-08__path_0,variance,0.0,,1.0,3.700100847289193e-08,0.0,optimal,-1120081.0122753389,301228.86174037086,47936.37837193374,-1469246.2523876436,3771477.4824087173,9574098.977890823,11939292.43329532,0.34375,event_33,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.700100847289193e-08
variance__multiplier_3__variance_1.11003e-07__path_0,variance,0.0,,3.0,1.1100302541867578e-07,0.0,optimal,-1175967.6095870992,302362.13366745174,48240.96511077394,-1526570.708365325,3654624.2545874035,8427928.828550044,11540142.801467393,0.3125,event_33,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.700100847289193e-08
variance__multiplier_10__variance_3.7001e-07__path_0,variance,0.0,,10.0,3.700100847289193e-07,0.0,optimal,-1245755.8366915754,314457.30598176265,48497.797398589115,-1608710.9400719272,3592405.271339047,7847016.256828549,11551711.978588466,0.25,event_33,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,3.700100847289193e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,373675.88330956025,306659.91739728895,49359.745238838164,17656.220673433127,4560493.421780215,7506659.289339961,8295193.525704709,0.515625,event_34,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,9.120811753644233e-08
variance__multiplier_0.1__variance_9.12081e-10__path_0,variance,0.0,,0.1,9.120811753644234e-10,0.0,optimal,371884.6435399757,305139.11706625647,49340.6309598302,17404.895513889016,4498567.976936468,7349397.470485491,8140358.877507139,0.5,event_34,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,9.120811753644233e-08
variance__multiplier_0.3__variance_2.73624e-09__path_0,variance,0.0,,0.3,2.73624352609327e-09,0.0,optimal,368212.24086831306,303052.2992385282,49302.16094797586,15857.780681809018,4398774.484007176,7142172.179566817,7877253.350640741,0.484375,event_34,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,9.120811753644233e-08
variance__multiplier_1__variance_9.12081e-09__path_0,variance,0.0,,1.0,9.120811753644233e-09,0.0,optimal,359940.3840197069,302639.3059764475,49263.75218696896,8037.325856290488,4230107.732432534,7121002.623677127,7400148.857715583,0.5,event_34,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,9.120811753644233e-08
variance__multiplier_3__variance_2.73624e-08__path_0,variance,0.0,,3.0,2.73624352609327e-08,0.0,optimal,310601.5787157448,296588.3362730686,49043.99320213366,-35030.7507594575,3922466.7809936972,6096312.091223595,7248604.02653727,0.546875,event_34,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,9.120811753644233e-08
variance__multiplier_10__variance_9.12081e-08__path_0,variance,0.0,,10.0,9.120811753644233e-08,0.0,optimal,284236.40943081345,312068.1073146402,49002.33140041479,-76834.02928424152,3813901.058308694,5885886.410201265,7353416.119077243,0.515625,event_34,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,9.120811753644233e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,366877.0970504888,305011.94729439536,48826.36671241638,13038.783043677075,4318396.110328629,7062772.368263992,7894699.945171513,0.546875,event_34,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,9.120811753644233e-08
variance__multiplier_0.1__variance_9.12081e-10__path_0,variance,0.0,,0.1,9.120811753644234e-10,0.0,optimal,366016.75097741984,304343.2971744141,48819.21872611805,12854.235076887693,4269967.6698480835,7026502.14807433,7766963.999862026,0.546875,event_34,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,9.120811753644233e-08
variance__multiplier_0.3__variance_2.73624e-09__path_0,variance,0.0,,0.3,2.73624352609327e-09,0.0,optimal,364501.88927891135,303933.53668553976,48808.2409480089,11760.11164536269,4195519.0177230425,6976898.090351228,7605380.214743828,0.515625,event_34,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,9.120811753644233e-08
variance__multiplier_1__variance_9.12081e-09__path_0,variance,0.0,,1.0,9.120811753644233e-09,0.0,optimal,357280.3803282537,303193.87098196783,48813.86135764844,5272.647988637451,4062606.9341706983,7069989.194598353,7173609.299319111,0.53125,event_34,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,9.120811753644233e-08
variance__multiplier_3__variance_2.73624e-08__path_0,variance,0.0,,3.0,2.73624352609327e-08,0.0,optimal,306248.6002688391,294103.1655655525,48602.75853172258,-36457.32382843596,3746349.5564741404,5713655.272833018,6928528.263667522,0.515625,event_34,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,9.120811753644233e-08
variance__multiplier_10__variance_9.12081e-08__path_0,variance,0.0,,10.0,9.120811753644233e-08,0.0,optimal,272758.4399564379,304433.27182299586,48528.9566650979,-80203.78853165585,3617085.18456718,5522405.497405488,7021271.265530195,0.515625,event_34,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,9.120811753644233e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,866774.7343833363,335044.17340559687,50347.29918642929,481383.2617913101,4891839.705103036,8535328.469843233,9678467.034355478,0.625,event_35,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,5.697222589464399e-08
variance__multiplier_0.1__variance_1.89907e-09__path_0,variance,0.0,,0.1,1.899074196488133e-09,0.0,optimal,861190.0385991787,330666.4901329656,50268.9573852393,480254.59108097374,4773225.009720821,8582417.096954344,9393126.50761076,0.625,event_35,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,5.697222589464399e-08
variance__multiplier_0.3__variance_5.69722e-09__path_0,variance,0.0,,0.3,5.697222589464399e-09,0.0,optimal,842577.9259174113,320519.5711066393,50071.76355129172,471986.59125948034,4533455.127971499,8208320.513856082,8850343.206985198,0.609375,event_35,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,5.697222589464399e-08
variance__multiplier_1__variance_1.89907e-08__path_0,variance,0.0,,1.0,1.899074196488133e-08,0.0,optimal,779389.358506353,303253.4031792875,49513.05302349393,426622.9023035716,4039516.3199014417,7137153.954277033,7855679.7624252075,0.59375,event_35,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,5.697222589464399e-08
variance__multiplier_3__variance_5.69722e-08__path_0,variance,0.0,,3.0,5.697222589464399e-08,0.0,optimal,739596.7826903176,311524.6790830536,49128.035424180256,378944.0681830837,3832871.0472351387,6568831.027948754,7514669.454413939,0.5625,event_35,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,5.697222589464399e-08
variance__multiplier_10__variance_1.89907e-07__path_0,variance,0.0,,10.0,1.899074196488133e-07,0.0,optimal,722915.0574147691,325275.32403534616,49055.53070424864,348584.2026751743,3789264.569735376,6198129.784162755,7367557.497568605,0.59375,event_35,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,5.697222589464399e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,835146.9582207097,335971.84814052866,49835.58062361054,449339.5294565705,4596326.999213358,8228066.529084574,9095051.389002528,0.609375,event_35,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,5.697222589464399e-08
variance__multiplier_0.1__variance_1.89907e-09__path_0,variance,0.0,,0.1,1.899074196488133e-09,0.0,optimal,829776.2472242905,331484.0527838394,49773.3973013413,448518.7971391098,4504051.452342041,7993124.523979748,8915858.52457333,0.609375,event_35,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,5.697222589464399e-08
variance__multiplier_0.3__variance_5.69722e-09__path_0,variance,0.0,,0.3,5.697222589464399e-09,0.0,optimal,813719.8673365462,321870.7098897211,49617.33102725277,442231.8264195723,4311668.69447471,7506113.134245818,8518682.74533947,0.609375,event_35,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,5.697222589464399e-08
variance__multiplier_1__variance_1.89907e-08__path_0,variance,0.0,,1.0,1.899074196488133e-08,0.0,optimal,755610.7408360977,304073.0105149199,49108.87922773618,402428.8510934417,3867961.741886068,6775967.861371333,7659246.382824095,0.59375,event_35,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,5.697222589464399e-08
variance__multiplier_3__variance_5.69722e-08__path_0,variance,0.0,,3.0,5.697222589464399e-08,0.0,optimal,706592.2790732924,307773.8494870218,48670.03131902798,350148.3982672426,3632056.3112723324,5672810.001688587,7178532.030910516,0.59375,event_35,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,5.697222589464399e-08
variance__multiplier_10__variance_1.89907e-07__path_0,variance,0.0,,10.0,1.899074196488133e-07,0.0,optimal,688603.2521749705,317234.70674380875,48609.70483187933,322758.84059928235,3591280.666056728,5338956.11329328,7029696.4045826215,0.578125,event_35,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,5.697222589464399e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,398592.61197896185,308340.20819874894,49979.51451462927,40272.889265583646,4489330.768514902,8501291.216132369,11766573.973124376,0.4375,event_36,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,2.73624352609327e-08
variance__multiplier_0.1__variance_9.12081e-10__path_0,variance,0.0,,0.1,9.120811753644234e-10,0.0,optimal,395616.14071213984,305685.43071752304,49930.223111929336,40000.486882687466,4420664.350636013,8396438.161909,11553324.690707691,0.46875,event_36,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,2.73624352609327e-08
variance__multiplier_0.3__variance_2.73624e-09__path_0,variance,0.0,,0.3,2.73624352609327e-09,0.0,optimal,389854.8661328827,301856.8055131167,49835.333381209224,38162.727238556785,4303175.4167253915,8323142.111420881,11191392.334130175,0.46875,event_36,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,2.73624352609327e-08
variance__multiplier_1__variance_9.12081e-09__path_0,variance,0.0,,1.0,9.120811753644233e-09,0.0,optimal,376676.52197717497,297730.5578297461,49622.809819455375,29323.15432797349,4103307.4073774857,7856539.50298929,10722746.621652104,0.484375,event_36,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,2.73624352609327e-08
variance__multiplier_3__variance_2.73624e-08__path_0,variance,0.0,,3.0,2.73624352609327e-08,0.0,optimal,354733.69289650297,297229.6603946837,49400.32868771305,8103.7038141062,3958142.449059143,7116589.552433171,10368487.774764467,0.484375,event_36,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,2.73624352609327e-08
variance__multiplier_10__variance_9.12081e-08__path_0,variance,0.0,,10.0,9.120811753644233e-08,0.0,optimal,315883.2649309923,313391.7014491119,49122.40598633165,-46630.84250445124,3807358.6400657035,6463048.142937935,9867287.160371948,0.46875,event_36,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,0.0,2.73624352609327e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,387814.34419249446,310471.86541950953,49516.46701401104,27826.011758973895,4245618.155856851,7979390.973476129,11025663.731539553,0.5,event_36,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,2.73624352609327e-08
variance__multiplier_0.1__variance_9.12081e-10__path_0,variance,0.0,,0.1,9.120811753644234e-10,0.0,optimal,385362.7151744365,308270.9423121383,49476.06010529109,27615.712757007146,4191097.3409618055,7939888.831303939,10860840.734935468,0.5,event_36,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,2.73624352609327e-08
variance__multiplier_0.3__variance_2.73624e-09__path_0,variance,0.0,,0.3,2.73624352609327e-09,0.0,optimal,379884.7963285249,304409.4871002761,49390.4006858719,26084.908542376877,4088404.171407337,7865156.543772051,10543290.764651684,0.484375,event_36,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,2.73624352609327e-08
variance__multiplier_1__variance_9.12081e-09__path_0,variance,0.0,,1.0,9.120811753644233e-09,0.0,optimal,366513.81047354266,299172.7124106339,49187.70906160939,18153.38900129935,3902593.062602823,7054599.633251111,10158219.491783855,0.484375,event_36,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,2.73624352609327e-08
variance__multiplier_3__variance_2.73624e-08__path_0,variance,0.0,,3.0,2.73624352609327e-08,0.0,optimal,344936.5722935144,296393.07571354107,48983.25959895551,-439.7630189821939,3765741.527634005,6410977.362924758,9835750.396618973,0.5,event_36,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,2.73624352609327e-08
variance__multiplier_10__variance_9.12081e-08__path_0,variance,0.0,,10.0,9.120811753644233e-08,0.0,optimal,301043.7986524113,306921.3312362045,48653.50555830089,-54531.03814209405,3609000.5046488955,5873816.517656902,9247772.784695063,0.484375,event_36,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,0.5,2.73624352609327e-08
